model,iteration,iteration.time,NA,num_cycle,n_selection,n_offspring,n_mutated,n_candidates,n_survivors,avg_zeros,avg_survivors_fitness,median_survivors_fitness,max_survivors_fitness,model.hparams.topk,model.hparams.sample_size,model.hparams.common.vocab_len,model.hparams.common.num_population,model.hparams.common.num_survivors,model.hparams.crosser.crossover_rate,model.hparams.mutator.0,model.hparams.mutator.1,model.hparams.mutator.2,model.hparams.mutator.3,model.hparams.mutator.4,model.hparams.recombiner.recombination_rate,mutsum.DELETE,mutsum.INSERT,mutsum.CHANGE,mutsum.TRANSP,mutsum.NONE
1,3,0:03:09.034400,36,35,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,14,25,16,19
1,3,0:03:09.034400,37,36,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,24,16,17,25
1,3,0:03:09.034400,38,37,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,13,27,18,24,18
1,3,0:03:09.034400,39,38,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,19,16,25,18
1,3,0:03:09.034400,40,39,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,18,23,18,23
1,3,0:03:09.034400,41,40,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,32,21,16,13
1,3,0:03:09.034400,42,41,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,18,24,20,24
1,3,0:03:09.034400,43,42,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,19,21,24,18
1,3,0:03:09.034400,44,43,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,21,21,19,22
1,3,0:03:09.034400,45,44,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,19,15,18,31
1,3,0:03:09.034400,46,45,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,19,21,21,19
1,3,0:03:09.034400,47,46,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,22,23,13,19
1,3,0:03:09.034400,48,47,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,14,15,24,24
1,3,0:03:09.034400,49,48,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,24,18,26,14
1,3,0:03:09.034400,50,49,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,15,22,18,21
1,3,0:03:09.034400,51,50,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,21,16,26,21
1,3,0:03:09.034400,52,51,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,13,20,18,24,25
1,3,0:03:09.034400,53,52,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,18,21,19,21
1,3,0:03:09.034400,54,53,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,17,19,21,24
1,3,0:03:09.034400,55,54,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,25,13,26,16,20
1,3,0:03:09.034400,56,55,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,27,23,12,15
1,3,0:03:09.034400,57,56,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,18,23,23,18,18
1,3,0:03:09.034400,58,57,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,17,25,18,21
1,3,0:03:09.034400,59,58,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,18,18,23,20
1,3,0:03:09.034400,60,59,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,15,20,20,23
1,3,0:03:09.034400,61,60,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,20,21,26,16
1,3,0:03:09.034400,62,61,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,17,27,15,20
1,3,0:03:09.034400,63,62,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,16,22,22,14
1,3,0:03:09.034400,64,63,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,16,26,20,16
1,3,0:03:09.034400,65,64,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,16,23,28,14
1,3,0:03:09.034400,66,65,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,27,18,15,23,17
1,3,0:03:09.034400,67,66,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,18,20,17,21
1,3,0:03:09.034400,68,67,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,25,20,18,16
1,3,0:03:09.034400,69,68,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,15,14,22,25
1,3,0:03:09.034400,70,69,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,19,25,14,19
1,3,0:03:09.034400,71,70,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,17,16,23,23
1,3,0:03:09.034400,72,71,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,24,16,14,24,22
1,3,0:03:09.034400,73,72,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,15,21,19,24
1,3,0:03:09.034400,74,73,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,23,23,20,11
1,3,0:03:09.034400,75,74,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,21,23,17,19
1,3,0:03:09.034400,76,75,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,23,15,16,31,15
1,3,0:03:09.034400,77,76,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,28,14,20,15,23
1,3,0:03:09.034400,78,77,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,19,22,22,15
1,3,0:03:09.034400,79,78,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,24,21,14,21
1,3,0:03:09.034400,80,79,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,15,18,28,19,20
1,3,0:03:09.034400,81,80,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,16,16,23,23
1,3,0:03:09.034400,82,81,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,15,30,22,17
1,3,0:03:09.034400,83,82,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,22,18,15,24
1,3,0:03:09.034400,84,83,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,13,16,27,20,24
1,3,0:03:09.034400,85,84,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,23,14,20,21
1,3,0:03:09.034400,86,85,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,15,25,19,17,24
1,3,0:03:09.034400,87,86,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,16,17,17,24
1,3,0:03:09.034400,88,87,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,23,20,19,16
1,3,0:03:09.034400,89,88,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,22,17,25,15
1,3,0:03:09.034400,90,89,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,21,22,17,17,23
1,3,0:03:09.034400,91,90,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,19,20,24,17,20
1,3,0:03:09.034400,92,91,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,13,22,18,26,21
1,3,0:03:09.034400,93,92,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,17,25,21,19,18
1,3,0:03:09.034400,94,93,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,21,23,19,17
1,3,0:03:09.034400,95,94,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,14,16,23,25
1,3,0:03:09.034400,96,95,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,22,17,18,27,16
1,3,0:03:09.034400,97,96,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,14,19,22,23,22
1,3,0:03:09.034400,98,97,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,16,18,15,22,29
1,3,0:03:09.034400,99,98,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,20,16,35,18,11
1,3,0:03:09.034400,100,99,100,100,100,125,25,0.7466666666666667,1.8545380448628068,1.8543754083827644,1.8561908419427593,10,1000,34,100,25,0.1,0.2,0.2,0.2,0.2,0.2,0.5,26,22,22,14,16
